Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount
19.0,13.0,3,Laptop & Accessory,3,Married,3,0,0.0,152.58
9.0,34.0,4,Laptop & Accessory,3,Married,4,0,8.0,193.83
6.0,11.0,3,Laptop & Accessory,2,Divorced,4,0,0.0,120.86
0.0,13.5,3,Mobile,2,Divorced,6,1,4.0,124.36
30.0,13.0,1,Laptop & Accessory,2,Married,1,1,9.0,152.2
27.0,6.0,3,Fashion,3,Married,8,0,4.0,205.02
1.0,17.0,5,Mobile,3,Single,3,0,1.0,137.0
18.0,13.0,1,Laptop & Accessory,3,Married,5,0,2.0,164.34
3.0,35.0,4,Mobile,1,Married,6,0,8.0,150.14
20.0,12.0,3,Mobile,3,Single,5,0,0.0,124.79
9.0,11.0,5,Mobile,1,Married,3,0,3.0,148.76
4.0,14.0,4,Laptop & Accessory,5,Married,9,0,3.0,172.79
3.0,7.0,3,Mobile,4,Married,1,1,7.0,135.79
27.0,31.0,2,Fashion,1,Married,5,0,3.0,195.05
20.0,20.0,3,Laptop & Accessory,3,Married,4,1,2.0,145.91
5.0,30.0,3,Laptop & Accessory,2,Divorced,2,0,7.0,153.09
0.0,8.0,3,Mobile,3,Single,3,0,0.0,134.85
0.0,33.0,3,Fashion,2,Divorced,2,0,9.0,176.39
19.0,9.0,3,Grocery,3,Married,4,0,9.0,274.65
1.0,15.0,4,Laptop & Accessory,1,Married,2,0,2.0,168.42
25.0,15.0,5,Fashion,4,Divorced,7,0,8.0,249.9
18.0,11.0,5,Laptop & Accessory,5,Single,2,1,4.0,157.69
7.0,8.0,3,Laptop & Accessory,1,Single,2,0,4.0,162.74
24.0,7.0,4,Laptop & Accessory,3,Married,2,0,14.0,188.47
16.0,31.0,4,Fashion,2,Married,6,0,0.0,234.0
0.0,28.0,4,Mobile,4,Married,2,0,0.0,128.63
1.0,9.0,4,Mobile,1,Single,4,0,3.0,150.8
0.0,11.0,3,Mobile,1,Single,2,0,2.0,131.17
6.0,17.0,4,Laptop & Accessory,1,Single,10,0,1.0,171.48
10.0,8.0,6,Fashion,5,Married,4,1,7.0,227.52
18.0,6.0,1,Others,1,Married,1,0,7.0,292.02
29.0,25.0,4,Laptop & Accessory,4,Married,5,1,8.0,188.85
5.0,26.0,3,Mobile,3,Married,5,0,0.0,122.59
1.0,15.0,5,Laptop & Accessory,5,Single,8,0,3.0,178.26
14.0,9.0,4,Laptop & Accessory,4,Married,9,0,4.0,182.15
12.0,12.0,4,Fashion,5,Married,5,0,7.0,199.91
22.0,23.0,4,Laptop & Accessory,3,Married,10,0,8.0,189.39
31.0,35.0,5,Fashion,5,Married,6,0,7.0,227.66
10.0,17.0,5,Laptop & Accessory,3,Married,3,1,8.0,181.73
8.0,10.0,4,Mobile,5,Divorced,6,0,3.0,148.62
3.0,10.0,4,Mobile,5,Single,3,1,6.0,172.23
0.0,10.0,4,Mobile,1,Married,1,0,4.0,131.62
1.0,8.0,4,Mobile,2,Divorced,2,1,2.0,138.67
0.0,12.0,3,Mobile,5,Single,2,0,0.0,125.52
24.0,36.0,5,Grocery,3,Divorced,2,0,8.0,295.46
21.0,9.0,4,Grocery,3,Married,5,0,7.0,296.69
2.0,29.0,1,Mobile,3,Divorced,2,0,7.0,127.0
0.0,10.0,3,Mobile,2,Divorced,2,1,6.0,136.91
7.0,14.0,1,Laptop & Accessory,3,Married,2,0,8.0,167.99
7.0,14.0,4,Fashion,3,Divorced,2,0,8.0,241.91000000000005
23.0,7.0,4,Grocery,3,Single,6,0,1.0,278.79
8.0,8.0,3,Laptop & Accessory,4,Single,6,0,2.0,144.25
6.0,13.0,4,Mobile,3,Single,5,0,5.0,155.38
0.0,13.5,3,Mobile,2,Divorced,2,1,0.0,125.15
0.0,10.0,3,Mobile,4,Single,2,0,2.0,132.95
10.0,12.0,4,Fashion,5,Married,6,0,3.0,205.08
9.0,14.0,3,Fashion,3,Married,2,0,8.0,200.96
6.0,7.0,5,Mobile,4,Married,2,0,3.0,147.69
31.0,7.0,4,Fashion,1,Married,5,1,5.0,244.04
2.0,26.0,3,Laptop & Accessory,1,Married,3,0,2.0,169.31
0.0,33.0,3,Laptop & Accessory,1,Single,2,1,7.0,158.13
15.0,8.0,4,Mobile,1,Married,5,0,1.0,152.82
22.0,9.0,4,Laptop & Accessory,5,Divorced,5,0,2.0,147.89
8.0,13.5,3,Mobile,2,Divorced,2,0,2.0,125.72
1.0,11.0,3,Laptop & Accessory,5,Single,1,0,3.0,184.63
10.0,18.0,4,Fashion,1,Married,2,0,7.0,222.38
11.0,7.0,4,Laptop & Accessory,4,Divorced,8,0,4.0,189.47
9.0,10.0,4,Laptop & Accessory,2,Single,2,0,8.0,158.1
8.0,11.0,4,Fashion,1,Married,4,1,7.0,222.13
4.0,9.0,6,Laptop & Accessory,1,Single,4,0,3.0,185.91
8.0,10.0,3,Laptop & Accessory,3,Single,2,1,1.0,142.49
15.0,13.0,5,Laptop & Accessory,4,Single,8,1,3.0,185.32
13.0,7.0,3,Laptop & Accessory,1,Married,5,0,3.0,165.13
18.0,8.0,4,Laptop & Accessory,1,Married,2,0,9.0,157.7
19.0,9.0,1,Grocery,5,Married,3,0,8.0,232.25
0.0,12.0,4,Mobile,2,Single,2,0,0.0,125.64
1.0,17.0,4,Laptop & Accessory,3,Married,3,1,4.0,167.6
10.0,12.0,2,Laptop & Accessory,5,Married,5,1,7.0,159.74
17.0,11.0,3,Others,4,Married,8,0,10.0,282.13
0.0,30.0,5,Mobile,2,Single,2,1,0.0,111.18
14.0,14.0,5,Fashion,2,Single,3,0,3.0,206.5
7.0,9.0,4,Mobile,1,Single,2,0,3.0,150.0
5.0,12.0,3,Laptop & Accessory,3,Single,2,0,7.0,150.1
3.0,27.0,4,Mobile,1,Married,3,0,11.0,163.12
15.0,14.0,3,Mobile,3,Single,5,0,0.0,139.68
11.0,7.0,6,Laptop & Accessory,1,Married,3,0,4.0,220.25
3.0,14.0,4,Laptop & Accessory,1,Married,3,1,1.0,191.23
1.0,20.0,3,Mobile,3,Single,2,0,0.0,115.14
24.0,10.0,4,Others,4,Married,3,0,8.0,307.0
5.0,7.0,6,Laptop & Accessory,3,Divorced,2,0,5.0,168.45
14.0,35.0,5,Fashion,5,Married,6,1,1.0,233.54
16.0,30.0,5,Laptop & Accessory,3,Single,3,0,8.0,168.32
13.0,6.0,3,Laptop & Accessory,1,Married,5,0,3.0,165.13
4.0,11.0,3,Laptop & Accessory,1,Married,2,0,2.0,154.76
12.0,25.0,3,Laptop & Accessory,1,Married,9,0,2.0,139.02
21.0,23.0,2,Laptop & Accessory,3,Married,3,1,8.0,175.67
12.0,14.0,5,Laptop & Accessory,1,Single,2,0,6.0,165.28
1.0,30.0,5,Laptop & Accessory,3,Married,5,1,2.0,184.16
6.0,6.0,1,Laptop & Accessory,5,Married,2,0,8.0,140.37
8.0,13.0,5,Laptop & Accessory,4,Married,8,0,1.0,170.05
11.0,21.0,4,Mobile,5,Married,3,0,18.0,155.34
8.0,17.0,5,Laptop & Accessory,3,Married,3,0,8.0,175.63
1.0,24.0,4,Mobile,3,Married,2,1,1.0,152.41
0.0,8.0,3,Mobile,1,Single,2,1,3.0,137.6
1.0,16.0,4,Mobile,5,Single,3,0,1.0,150.52
1.0,8.0,3,Mobile,4,Single,2,0,0.0,113.93
0.0,6.0,3,Laptop & Accessory,4,Married,1,1,4.0,163.49
1.0,23.0,6,Mobile,5,Single,3,1,8.0,164.19
9.0,23.0,4,Fashion,4,Married,2,0,10.0,205.2
8.0,31.0,4,Mobile,3,Married,5,1,1.0,156.61
13.0,8.0,3,Laptop & Accessory,4,Divorced,6,0,0.0,143.27
8.0,6.0,3,Laptop & Accessory,3,Single,2,0,3.0,148.59
19.0,11.0,4,Laptop & Accessory,5,Married,6,1,4.0,175.06
8.0,30.0,4,Laptop & Accessory,3,Single,2,0,8.0,170.68
19.0,8.0,3,Grocery,3,Married,7,0,1.0,278.61
12.0,17.0,4,Laptop & Accessory,3,Married,5,0,3.0,185.77
1.0,9.0,5,Mobile,1,Single,3,0,1.0,150.64
10.0,6.0,5,Laptop & Accessory,1,Married,2,0,3.0,195.25
16.0,8.0,3,Mobile,1,Single,1,0,8.0,135.39
1.0,17.0,4,Laptop & Accessory,5,Single,3,0,9.0,167.13
5.0,8.0,1,Laptop & Accessory,1,Single,8,0,7.0,150.55
7.0,11.0,5,Mobile,4,Married,10,0,3.0,163.38
7.0,23.0,4,Laptop & Accessory,1,Married,3,1,3.0,178.68
1.0,21.0,4,Mobile,5,Married,3,1,9.0,147.35
24.0,15.0,4,Mobile,4,Married,9,0,3.0,163.75
4.0,18.0,3,Others,3,Divorced,2,0,8.0,295.45
5.0,16.0,3,Fashion,1,Single,3,0,7.0,212.44
3.0,30.0,4,Mobile,2,Single,11,0,3.0,147.01
4.0,8.0,3,Mobile,2,Married,1,1,2.0,126.95
1.0,18.0,4,Mobile,4,Married,3,0,3.0,147.44
1.0,17.0,4,Fashion,5,Married,3,0,7.0,212.93
2.0,9.0,4,Laptop & Accessory,4,Married,6,0,5.0,173.55
1.0,9.0,4,Mobile,5,Divorced,9,0,8.0,152.07
15.0,8.0,4,Laptop & Accessory,1,Single,4,0,0.0,167.81
1.0,8.0,5,Mobile,3,Married,3,1,1.0,154.33
13.0,7.0,5,Grocery,1,Married,3,0,9.0,252.42
1.0,7.0,5,Mobile,3,Married,8,1,3.0,153.0
6.0,15.0,5,Laptop & Accessory,3,Single,9,0,3.0,153.46
9.0,27.0,3,Laptop & Accessory,4,Married,5,0,7.0,189.26
10.0,9.0,3,Fashion,3,Married,2,0,8.0,194.34
12.0,9.0,1,Laptop & Accessory,4,Married,10,0,6.0,163.89
51.0,7.0,2,Laptop & Accessory,3,Divorced,2,0,9.0,174.0
0.0,13.0,4,Fashion,2,Married,10,0,7.0,215.57
6.0,15.0,2,Laptop & Accessory,3,Divorced,7,0,4.0,176.75
23.0,6.0,3,Grocery,2,Married,10,0,3.0,273.99
5.0,16.0,3,Mobile,3,Married,7,0,3.0,134.33
30.0,11.0,4,Others,5,Married,6,0,3.0,324.43
5.0,17.0,4,Laptop & Accessory,1,Married,4,1,5.0,190.83
22.0,13.0,3,Fashion,4,Married,4,0,7.0,204.66
1.0,14.0,6,Laptop & Accessory,3,Single,3,1,7.0,185.74
5.0,7.0,4,Mobile,4,Single,3,0,1.0,150.01
1.0,14.0,5,Fashion,2,Married,11,0,2.0,240.57
1.0,11.0,4,Mobile,4,Single,3,0,3.0,157.95
3.0,13.0,4,Mobile,5,Divorced,9,1,3.0,149.04
21.0,6.0,4,Grocery,5,Divorced,8,0,2.0,254.02
4.0,13.0,3,Fashion,5,Married,3,0,2.0,196.37
1.0,7.0,4,Fashion,5,Divorced,3,0,8.0,199.12
13.0,11.0,4,Fashion,5,Divorced,6,1,12.0,204.75
28.0,8.0,3,Grocery,1,Single,3,1,2.0,266.59
9.0,6.0,3,Laptop & Accessory,2,Single,5,0,0.0,166.53
2.0,12.0,4,Mobile,4,Married,2,0,0.0,128.04
14.0,9.0,4,Mobile,3,Married,4,0,3.0,145.01
5.0,13.0,4,Laptop & Accessory,3,Divorced,2,0,8.0,154.84
17.0,14.0,4,Fashion,5,Married,10,0,7.0,224.85
18.0,35.0,4,Grocery,5,Married,5,0,18.0,288.28
0.0,12.0,4,Mobile,5,Single,7,0,7.0,123.62
5.0,16.0,2,Mobile,3,Divorced,4,1,7.0,122.13
3.0,17.0,4,Mobile,3,Single,3,0,1.0,151.42
24.0,11.0,3,Grocery,4,Married,2,1,10.0,240.26
0.0,6.0,4,Mobile,3,Single,1,1,2.0,137.3
20.0,14.0,4,Laptop & Accessory,3,Married,4,0,1.0,177.58
13.0,35.0,5,Laptop & Accessory,5,Single,5,0,4.0,167.84
11.0,14.0,4,Fashion,3,Single,6,0,3.0,261.64
14.0,28.0,3,Laptop & Accessory,1,Married,4,1,3.0,154.67
5.0,14.0,4,Laptop & Accessory,4,Divorced,2,1,9.0,152.28
27.0,30.0,4,Grocery,1,Single,8,0,9.0,267.75
4.0,14.0,4,Laptop & Accessory,3,Married,3,0,10.0,159.91
23.0,34.0,3,Grocery,5,Divorced,5,1,2.0,268.8
1.0,8.0,4,Mobile,1,Single,3,0,1.0,141.11
22.0,14.0,4,Laptop & Accessory,4,Married,2,0,7.0,151.3
15.0,32.0,3,Fashion,5,Married,4,1,0.0,231.91000000000005
0.0,12.0,3,Mobile,3,Divorced,1,0,2.0,127.73
23.0,8.0,3,Grocery,5,Married,2,0,7.0,279.24
9.0,13.0,1,Laptop & Accessory,5,Married,3,0,13.0,146.39
20.0,10.0,4,Fashion,4,Married,9,1,10.0,203.33
24.0,24.0,5,Fashion,5,Married,7,0,12.0,257.69
30.0,30.0,4,Grocery,4,Divorced,6,1,10.0,259.02
17.0,10.0,6,Others,2,Divorced,5,0,8.0,322.4
16.0,17.0,3,Fashion,3,Married,2,0,9.0,175.1
25.0,9.0,4,Grocery,5,Divorced,2,0,16.0,268.56
1.0,25.0,4,Mobile,3,Married,2,0,3.0,152.74
6.0,14.0,3,Laptop & Accessory,3,Single,3,1,0.0,163.88
15.0,14.0,3,Others,2,Married,2,0,9.0,284.3
8.0,28.0,1,Fashion,4,Married,8,0,7.0,219.96
19.0,7.0,4,Mobile,1,Married,5,0,3.0,147.7
28.0,24.0,4,Fashion,3,Divorced,10,0,9.0,232.39
14.0,14.0,3,Laptop & Accessory,4,Married,6,0,4.0,143.93
10.0,14.0,4,Mobile,4,Single,4,0,4.0,145.13
17.0,26.0,3,Mobile,4,Single,2,0,3.0,134.2
60.0,27.0,3,Grocery,1,Married,5,1,0.0,278.75
0.0,29.0,4,Laptop & Accessory,3,Married,2,0,8.0,135.4
7.0,8.0,4,Laptop & Accessory,5,Married,7,0,9.0,159.57
13.0,15.0,3,Fashion,3,Single,10,0,13.0,234.99
12.0,15.0,3,Laptop & Accessory,4,Single,10,0,3.0,167.82
5.0,23.0,4,Mobile,4,Divorced,2,0,0.0,121.27
4.0,29.0,5,Laptop & Accessory,3,Married,4,1,1.0,188.8
12.0,9.0,6,Laptop & Accessory,1,Married,4,1,4.0,179.05
25.0,28.0,4,Laptop & Accessory,1,Single,2,1,1.0,179.41
12.0,7.0,4,Mobile,5,Single,5,0,1.0,151.19
17.0,14.0,2,Mobile,1,Married,6,0,3.0,145.89
17.0,10.0,1,Others,5,Married,2,0,13.0,291.9
1.0,7.0,6,Mobile,3,Single,3,0,1.0,138.59
4.0,16.0,3,Fashion,3,Married,5,0,7.0,210.31
14.0,16.0,5,Laptop & Accessory,4,Single,2,0,9.0,161.51
0.0,18.0,1,Mobile,4,Single,2,0,0.0,127.16
19.0,7.0,2,Others,1,Married,2,0,8.0,317.02
30.0,16.0,4,Grocery,1,Married,9,0,2.0,236.03
1.0,6.0,3,Mobile,1,Married,2,0,2.0,127.06
0.0,32.0,3,Laptop & Accessory,1,Single,2,0,4.0,161.8
5.0,11.0,3,Laptop & Accessory,4,Married,2,0,3.0,165.24
1.0,29.0,4,Mobile,3,Divorced,6,1,2.0,146.32
8.0,7.0,4,Laptop & Accessory,4,Married,3,0,4.0,168.25
1.0,26.0,4,Mobile,1,Married,5,0,3.0,161.69
6.0,16.0,4,Laptop & Accessory,1,Single,4,0,1.0,146.82
21.0,9.0,5,Mobile,2,Single,3,1,3.0,157.94
12.0,7.0,4,Fashion,3,Single,6,1,1.0,203.61
21.0,9.0,4,Grocery,1,Married,3,1,1.0,292.52
11.0,6.0,1,Mobile,3,Married,2,0,0.0,128.44
0.0,15.0,3,Laptop & Accessory,5,Single,4,1,3.0,182.24
0.0,26.0,5,Laptop & Accessory,3,Married,4,1,2.0,145.59
15.0,13.0,1,Laptop & Accessory,4,Divorced,7,1,0.0,123.72
4.0,18.0,3,Laptop & Accessory,1,Married,1,1,5.0,158.55
1.0,11.0,3,Mobile,4,Single,2,1,0.0,118.78
0.0,22.0,5,Mobile,5,Single,2,1,7.0,139.19
9.0,6.0,5,Fashion,5,Married,3,1,7.0,202.52
6.0,9.0,3,Laptop & Accessory,2,Single,9,0,8.0,175.55
27.0,7.0,3,Grocery,1,Single,7,0,7.0,273.28
15.0,32.0,3,Fashion,5,Divorced,4,1,0.0,231.91000000000005
14.0,15.0,3,Others,3,Married,3,0,11.0,294.19
10.0,10.0,4,Laptop & Accessory,4,Single,6,0,8.0,169.85
21.0,12.0,1,Mobile,4,Single,6,0,0.0,125.59
5.0,14.0,5,Mobile,5,Married,2,1,7.0,121.19
22.0,11.0,4,Fashion,2,Single,3,0,9.0,203.98
16.0,21.0,4,Laptop & Accessory,1,Married,4,0,2.0,168.04
8.0,15.0,4,Fashion,3,Married,2,1,15.0,206.85
7.0,21.0,3,Fashion,2,Divorced,2,0,5.0,179.78
2.0,6.0,1,Laptop & Accessory,3,Single,9,1,2.0,162.94
1.0,10.0,3,Mobile,1,Single,10,1,0.0,122.85
29.0,14.0,3,Mobile,5,Married,5,1,2.0,142.57
30.0,15.0,4,Mobile,4,Married,5,1,0.0,133.46
6.0,33.0,4,Laptop & Accessory,1,Married,2,0,3.0,169.65
8.0,13.0,4,Mobile,1,Married,2,0,2.0,123.76
8.0,33.0,5,Mobile,3,Married,3,0,1.0,145.29
14.0,16.0,4,Grocery,5,Married,5,0,7.0,271.81
6.0,9.0,3,Mobile,3,Married,2,1,0.0,129.09
12.0,7.0,5,Fashion,3,Single,11,1,1.0,178.81
1.0,13.0,3,Mobile,5,Single,4,1,3.0,121.66
19.0,33.0,5,Laptop & Accessory,5,Married,3,0,6.0,168.85
1.0,6.0,5,Mobile,4,Single,8,1,7.0,122.16
12.0,9.0,2,Laptop & Accessory,5,Single,8,1,13.0,184.8
4.0,13.0,2,Laptop & Accessory,2,Divorced,5,0,7.0,169.29
4.0,8.0,3,Laptop & Accessory,5,Single,8,0,3.0,153.32
17.0,7.0,3,Mobile,1,Married,5,1,2.0,131.95
10.0,10.0,4,Mobile,4,Married,3,0,8.0,161.92
10.0,15.0,4,Laptop & Accessory,4,Married,2,0,3.0,141.89
6.0,12.0,3,Mobile,2,Single,1,0,2.0,125.0
4.0,13.0,4,Fashion,1,Married,10,0,7.0,215.57
1.0,9.0,4,Mobile,4,Single,3,0,1.0,138.93
3.0,14.0,5,Mobile,2,Married,8,0,4.0,150.32
5.0,16.0,3,Mobile,4,Married,2,0,2.0,122.97
16.0,32.0,3,Grocery,1,Married,2,1,12.0,269.59
21.0,32.0,4,Fashion,3,Single,4,0,7.0,211.33
0.0,9.0,3,Laptop & Accessory,5,Divorced,2,1,3.0,141.94
13.0,27.0,4,Laptop & Accessory,1,Married,4,0,3.0,166.27
4.0,18.0,3,Mobile,1,Married,9,1,2.0,139.29
23.0,8.0,3,Grocery,3,Married,6,0,3.0,276.39
0.0,9.0,1,Laptop & Accessory,1,Married,2,1,4.0,146.47
14.0,7.0,4,Laptop & Accessory,3,Single,5,1,1.0,172.28
6.0,8.0,3,Mobile,3,Divorced,2,0,4.0,136.0
17.0,7.0,1,Laptop & Accessory,5,Married,3,0,2.0,150.33
1.0,8.0,4,Mobile,3,Married,5,0,3.0,154.09
10.0,35.0,3,Fashion,4,Divorced,2,1,7.0,218.49
7.0,7.0,3,Mobile,5,Married,6,0,3.0,129.96
11.0,11.0,4,Mobile,3,Divorced,9,1,4.0,154.96
23.0,8.0,4,Grocery,3,Single,6,0,1.0,278.79
5.0,15.0,3,Laptop & Accessory,2,Divorced,2,1,5.0,163.22
5.0,15.0,3,Mobile,4,Married,7,0,2.0,120.24
24.0,18.0,4,Others,4,Single,5,0,5.0,324.26
28.0,8.0,4,Grocery,1,Single,8,0,8.0,298.28
4.0,19.0,4,Laptop & Accessory,3,Single,2,0,5.0,190.77
31.0,28.0,4,Grocery,1,Married,6,1,1.0,303.75
11.0,7.0,4,Fashion,2,Married,4,1,3.0,261.03
17.0,17.0,5,Laptop & Accessory,3,Married,3,0,1.0,177.57
4.0,17.0,4,Fashion,3,Single,11,0,7.0,221.67
5.0,7.0,3,Mobile,1,Married,2,0,3.0,120.44
1.0,25.0,4,Laptop & Accessory,3,Married,2,1,3.0,171.14
19.0,14.0,4,Mobile,3,Divorced,6,1,3.0,169.77
11.0,15.0,4,Laptop & Accessory,4,Married,4,0,8.0,165.71
3.0,6.0,3,Mobile,4,Divorced,1,1,7.0,135.79
5.0,12.0,4,Mobile,3,Married,1,0,3.0,121.87
5.0,30.0,5,Laptop & Accessory,2,Divorced,2,0,9.0,180.82
0.0,7.0,3,Mobile,3,Single,1,0,2.0,133.75
15.0,15.0,4,Others,1,Single,9,0,1.0,296.13
10.0,12.0,4,Laptop & Accessory,4,Single,10,0,8.0,184.14
1.0,30.0,5,Laptop & Accessory,1,Married,9,1,1.0,166.57
1.0,7.0,5,Laptop & Accessory,5,Divorced,7,0,1.0,167.98
17.0,32.0,5,Fashion,2,Married,7,0,1.0,259.0
1.0,13.0,4,Mobile,5,Married,6,1,3.0,145.73
6.0,7.0,4,Laptop & Accessory,4,Married,3,0,10.0,187.2
27.0,13.0,4,Laptop & Accessory,2,Single,4,0,3.0,149.5
15.0,13.0,3,Mobile,5,Married,4,0,2.0,125.76
1.0,14.0,4,Mobile,3,Divorced,3,1,3.0,153.86
6.0,15.0,2,Laptop & Accessory,3,Married,7,0,4.0,176.75
5.0,8.0,3,Mobile,4,Married,2,0,2.0,122.26
19.0,9.0,5,Laptop & Accessory,1,Married,3,0,10.0,182.7
5.0,13.5,4,Mobile,4,Divorced,7,0,2.0,123.32
0.0,13.5,4,Mobile,4,Divorced,6,0,1.0,125.46
18.0,9.0,4,Fashion,3,Single,7,1,7.0,227.09
24.0,31.0,4,Grocery,3,Divorced,5,1,6.0,264.73
12.0,12.0,3,Fashion,4,Single,5,0,2.0,183.76
1.0,29.0,4,Mobile,3,Married,6,1,2.0,146.32
6.0,13.0,3,Laptop & Accessory,4,Divorced,1,0,2.0,143.02
12.0,6.0,2,Fashion,2,Married,1,0,7.0,196.13
12.0,11.0,4,Mobile,3,Married,9,0,1.0,158.06
8.0,7.0,2,Mobile,1,Single,4,0,4.0,157.8
10.0,13.0,2,Laptop & Accessory,5,Married,5,1,3.0,180.62
3.0,15.0,5,Laptop & Accessory,2,Divorced,3,1,3.0,175.56
1.0,25.0,2,Mobile,5,Married,2,0,1.0,154.56
1.0,35.0,5,Laptop & Accessory,4,Divorced,2,0,7.0,165.49
1.0,17.0,2,Mobile,3,Married,4,0,3.0,145.73
3.0,6.0,4,Fashion,3,Single,2,0,8.0,184.74
2.0,9.0,3,Laptop & Accessory,3,Divorced,2,0,2.0,155.61
9.0,12.0,3,Mobile,3,Single,5,0,9.0,125.19
10.0,8.0,4,Laptop & Accessory,3,Single,8,0,1.0,193.15
19.0,35.0,4,Mobile,1,Married,6,0,4.0,146.32
1.0,11.0,4,Mobile,5,Single,3,0,1.0,154.73
11.0,18.0,4,Fashion,1,Married,3,1,8.0,246.85
25.0,13.0,5,Mobile,3,Single,2,0,8.0,153.38
8.0,20.0,4,Fashion,3,Married,3,0,7.0,211.28
12.0,17.0,3,Fashion,1,Married,2,0,7.0,176.54
9.0,15.0,3,Fashion,1,Married,5,0,3.0,200.96
1.0,18.0,2,Laptop & Accessory,3,Married,2,0,4.0,165.11
14.0,9.0,5,Mobile,3,Single,4,0,3.0,153.09
1.0,8.0,4,Mobile,5,Single,2,0,7.0,153.67
21.0,11.0,4,Laptop & Accessory,1,Single,3,1,8.0,166.63
23.0,7.0,4,Mobile,5,Divorced,4,0,3.0,160.8
31.0,7.0,4,Laptop & Accessory,3,Married,4,0,3.0,192.55
0.0,15.0,5,Mobile,4,Single,2,0,2.0,127.6
6.0,15.0,4,Fashion,2,Single,3,0,7.0,214.98
16.0,10.0,4,Fashion,2,Single,4,0,17.0,202.31
2.0,29.0,3,Mobile,5,Single,1,0,3.0,139.04
6.0,22.0,4,Laptop & Accessory,1,Married,7,0,3.0,191.67
18.0,14.0,3,Laptop & Accessory,4,Married,9,0,15.0,123.48
5.0,13.5,3,Mobile,4,Divorced,2,0,7.0,123.7
9.0,9.0,3,Laptop & Accessory,4,Single,4,1,1.0,192.78
1.0,16.0,4,Mobile,2,Single,3,1,3.0,148.23
9.0,8.0,3,Laptop & Accessory,4,Single,10,1,12.0,154.1
24.0,7.0,4,Grocery,1,Married,11,0,4.0,298.99
4.0,34.0,4,Laptop & Accessory,1,Married,9,0,8.0,178.04
0.0,13.5,3,Mobile,2,Divorced,2,0,2.0,123.23
1.0,29.0,4,Mobile,3,Single,3,0,3.0,159.47
7.0,15.0,4,Laptop & Accessory,5,Married,4,0,3.0,188.92
17.0,6.0,3,Laptop & Accessory,1,Married,5,1,2.0,157.43
12.0,9.0,4,Fashion,4,Single,9,0,1.0,198.51
1.0,33.0,5,Laptop & Accessory,5,Married,1,0,0.0,148.77
2.0,33.0,3,Laptop & Accessory,3,Married,5,0,1.0,143.35
13.0,7.0,3,Grocery,5,Married,3,0,16.0,268.23
0.0,22.0,3,Fashion,5,Single,3,1,0.0,185.64
19.0,9.0,5,Grocery,1,Married,11,0,9.0,292.92
11.0,8.0,3,Mobile,1,Single,6,1,2.0,139.44
12.0,15.0,3,Laptop & Accessory,5,Married,2,0,9.0,151.51
1.0,22.0,4,Laptop & Accessory,3,Married,9,0,1.0,173.34
25.0,8.0,4,Mobile,2,Single,8,0,2.0,132.12
28.0,6.0,1,Grocery,2,Married,3,0,0.0,247.32
1.0,9.0,6,Mobile,1,Married,7,1,3.0,159.64
31.0,31.0,2,Fashion,1,Married,5,1,7.0,219.39
17.0,11.0,5,Fashion,1,Single,5,0,7.0,227.31
3.0,22.0,5,Laptop & Accessory,3,Single,2,1,9.0,166.93
11.0,16.0,4,Fashion,3,Married,1,1,7.0,187.4
26.0,29.0,3,Grocery,1,Single,7,0,8.0,242.75
13.0,7.0,4,Others,3,Married,3,1,7.0,316.97
1.0,23.0,4,Laptop & Accessory,5,Single,7,0,3.0,178.24
0.0,10.0,5,Fashion,2,Divorced,2,0,8.0,204.0
15.0,10.0,3,Laptop & Accessory,5,Single,8,0,5.0,151.55
3.0,14.0,4,Laptop & Accessory,2,Married,3,1,1.0,191.23
1.0,7.0,6,Mobile,5,Single,2,0,1.0,148.25
1.0,5.0,5,Mobile,4,Married,3,0,1.0,150.96
20.0,9.0,4,Fashion,1,Married,6,1,7.0,228.68
10.0,13.0,3,Laptop & Accessory,5,Married,6,1,4.0,142.84
1.0,14.0,3,Mobile,3,Single,2,0,0.0,119.04
1.0,10.0,4,Mobile,1,Married,3,0,1.0,142.06
5.0,31.0,3,Mobile,4,Married,2,1,8.0,120.22
12.0,9.0,4,Mobile,3,Divorced,8,1,2.0,155.57
7.0,29.0,4,Laptop & Accessory,4,Married,2,0,8.0,186.46
9.0,13.5,4,Mobile,5,Divorced,1,0,3.0,123.42
0.0,16.0,3,Laptop & Accessory,2,Single,1,0,1.0,149.5
7.0,27.0,1,Laptop & Accessory,1,Single,2,0,7.0,153.37
1.0,31.0,4,Mobile,2,Divorced,2,0,2.0,149.0
3.0,8.0,4,Mobile,1,Married,3,0,3.0,162.6
5.0,19.0,4,Mobile,4,Married,2,0,2.0,134.0
9.0,10.0,5,Mobile,3,Divorced,3,0,1.0,137.81
3.0,35.0,3,Laptop & Accessory,5,Married,9,0,3.0,141.15
6.0,21.0,3,Laptop & Accessory,1,Married,1,1,1.0,148.78
12.0,25.0,6,Laptop & Accessory,1,Married,5,1,1.0,183.11
0.0,12.0,3,Mobile,1,Single,3,0,2.0,125.8
27.0,9.0,5,Fashion,4,Married,4,0,13.0,200.25
8.0,17.0,4,Mobile,3,Divorced,3,1,1.0,147.2
